时隙,任务类型,请求序列,请求到达量,空闲算力资源,等待服务队列,即时需求缺口,缓存调整量,资源缓存量,综合评价值,请求保障率,资源冗余率,下一时隙空闲算力资源,下一时隙等待服务队列,决策来源,相似案例编号
69,受灾目标识别,洪涝巡检序列002,0.0,9.0324227809906,0.0,0.0,-0.6417701244354248,0.0,-0.09032422780990601,1.0,1.0,9.0324227809906,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
70,受灾目标识别,洪涝巡检序列002,1.0,9.0324227809906,0.0,0.0,-0.5477502942085266,0.0,-0.080324227809906,1.0,0.8892877332862924,8.0324227809906,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t100,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
71,受灾目标识别,洪涝巡检序列002,1.0,8.0324227809906,0.0,0.0,-0.6798518300056458,0.0,-0.070324227809906,1.0,0.8755045610439501,7.032422780990601,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t74,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t84,valid_0_0_受灾目标识别_洪涝巡检序列002_t152"
72,受灾目标识别,洪涝巡检序列002,2.0,7.032422780990601,0.0,0.0,-0.5463584065437317,0.0,-0.050324227809906,1.0,0.7156029917020609,5.032422780990601,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_受灾目标识别_洪涝巡检序列002_t73,valid_13_0_危险源态势研判_危化事故序列005_t55,valid_0_0_快速问答服务_地震救援序列001_t8"
73,受灾目标识别,洪涝巡检序列002,0.0,5.032422780990601,0.0,0.0,-0.33877360820770264,0.0,-0.050324227809906,1.0,1.0,5.032422780990601,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t85,valid_0_0_结构化报告生成_山火监测序列003_t33,valid_0_0_受灾目标识别_洪涝巡检序列002_t73,valid_13_0_危险源态势研判_危化事故序列005_t135,train_13_0_危险源态势研判_危化事故序列005_t39"
74,受灾目标识别,洪涝巡检序列002,1.0,5.032422780990601,0.0,0.0,-0.5637213587760925,0.0,-0.04032422780990601,1.0,0.8012885555288826,4.032422780990601,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t87,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,train_13_0_危险源态势研判_危化事故序列005_t10"
75,受灾目标识别,洪涝巡检序列002,1.0,4.032422780990601,0.0,0.0,-0.524512767791748,0.0,-0.030324227809906006,1.0,0.7520101303082259,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t78,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_受灾目标识别_洪涝巡检序列002_t191,train_13_0_危险源态势研判_危化事故序列005_t10"
76,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.48052823543548584,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t79,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_0_0_受灾目标识别_洪涝巡检序列002_t12,valid_13_0_危险源态势研判_危化事故序列005_t53,train_13_0_危险源态势研判_危化事故序列005_t33"
77,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.4379502832889557,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,valid_13_0_危险源态势研判_危化事故序列005_t52,train_13_0_危险源态势研判_危化事故序列005_t46"
78,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.5759834051132202,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_快速问答服务_地震救援序列001_t8"
79,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.4674806296825409,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t7,valid_12_0_灾害图像深度分析_台风灾情序列004_t106,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,valid_13_0_危险源态势研判_危化事故序列005_t134,valid_0_0_快速问答服务_地震救援序列001_t8"
80,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.5082765817642212,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t8,valid_12_0_灾害图像深度分析_台风灾情序列004_t108,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t14,valid_13_0_危险源态势研判_危化事故序列005_t83"
81,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
82,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
83,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
84,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
85,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
86,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
87,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
88,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
89,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
90,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
91,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
92,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
93,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
94,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
95,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
96,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
97,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
98,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
99,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
100,受灾目标识别,洪涝巡检序列002,0.0,3.0324227809906006,0.0,0.0,-0.6428157091140747,0.0,-0.030324227809906006,1.0,1.0,3.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t117,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
101,受灾目标识别,洪涝巡检序列002,1.0,3.0324227809906006,0.0,0.0,-0.4505271315574646,0.0,-0.020324227809906007,1.0,0.6702306794854871,2.0324227809906006,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t31,valid_12_0_灾害图像深度分析_台风灾情序列004_t100,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t107"
102,受灾目标识别,洪涝巡检序列002,2.0,2.0324227809906006,0.0,0.0,-0.6926473379135132,0.0,-0.0003242278099060059,1.0,0.01595277384895172,0.032422780990600586,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t32,valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_13_0_危险源态势研判_危化事故序列005_t39,valid_0_0_受灾目标识别_洪涝巡检序列002_t10,valid_0_0_快速问答服务_地震救援序列001_t8"
103,受灾目标识别,洪涝巡检序列002,2.0,0.032422780990600586,0.0,1.9675772190093994,-0.07014511525630951,0.0,-0.059027316570281985,0.016211390495300293,0.0,0.0,1.9675772190093994,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t195,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_受灾目标识别_洪涝巡检序列002_t10"
104,受灾目标识别,洪涝巡检序列002,1.0,0.0,1.9675772190093994,2.9675772190093994,-0.07669221609830856,0.0,-0.08902731657028198,0.0,0.0,0.0,2.9675772190093994,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t32,valid_0_0_受灾目标识别_洪涝巡检序列002_t73,valid_0_0_结构化报告生成_山火监测序列003_t5"
